_id,_importdate,case_t,district,case_f,build_name,location,landa,landa_z,sdate,scnt,trans_target,sbuild,tbuild,buitype,pbuild,mbuild,fdate,farea,build_r,build_l,build_b,build_p,rule,build_c,tprice,uprice,upnote,parktype,parea,pprice,elevator,mb_area,sb_area,pu_area,rmnote,longitude,latitude,metro_in500,metro_in1000,metro_in1500
274,"{'date': '2024-12-18 10:34:28.858928', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,南港區,房屋,,臺北市福德街373巷1號十一樓,0.0,,1131101,土地:建物:1車位:,,十一層,18.0,住宅大樓(11層含以上有電梯),見其他登記事項,,,52.86,4.0,1.0,2.0,有,有,無,3,491.87,否,,0.0,0,,,,,,121.591068,25.04045500000001,0,0,2
275,"{'date': '2024-12-18 10:34:28.860455', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,文山區,房屋,,臺北市保儀路129號,0.0,,1131103,土地:建物:車位:,,十一層,12.0,透天厝,見其他登記事項,,,9.98,16.0,2.0,16.0,有,有,有,2,0.0,-,,0.0,0,,,,,租金：含下列其他衍生費用：水費、網路費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,121.5672654999999,24.98482709999998,0,0,0
276,"{'date': '2024-12-18 10:34:28.861707', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物)+車位,吾雙,臺北市大安區信義路四段408號,3.99,,1130925,土地:19建物:1車位:1,B棟B6-07F號,七層,31.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,55.0,0.0,0.0,1.0,有,,,8132,172.79,否,坡道平面1,10.83,500,,26.04,1.41,27.55,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
277,"{'date': '2024-12-18 10:34:28.863179', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物),南陽龍踞,臺北市中正區黎明里里南陽街,2.44,,1130910,土地:8建物:1車位:,0棟A號,五層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,24.54,2.0,1.0,1.0,有,,,3472,141.48,否,,0.0,0,,13.46,1.78,9.3,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.5155891,25.04447419999999,3,7,14
278,"{'date': '2024-12-18 10:34:28.864713', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物)+車位,吾雙,臺北市大安區信義路四段408號,5.46,,1131004,土地:19建物:1車位:1,A棟A2-30F號,三十層,31.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,69.26,3.0,2.0,2.0,有,,,13168,214.24,否,坡道平面1,10.83,650,,34.43,5.48,29.35,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
279,"{'date': '2024-12-18 10:34:28.866212', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大安區,房屋,,臺北市仁愛路四段122巷51號二樓,0.0,,1131104,土地:建物:1車位:,,二層,7.0,華廈(10層含以下有電梯),住家用,,,45.73,3.0,2.0,2.0,有,有,無,11,2481.68,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費。,121.5503552,25.03454269999999,1,7,12
280,"{'date': '2024-12-18 10:34:28.867749', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,信義區,房地(土地+建物),詠綸朔望,臺北市信義區基隆路1段117號,1.52,,1131022,土地:2建物:1車位:,0棟B-2F號,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,18.01,2.0,1.0,1.0,有,,,1980,109.94,否,,0.0,0,,10.51,1.37,6.13,,121.5669569,25.0448734,1,3,7
281,"{'date': '2024-12-18 10:34:28.869282', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,房地(土地+建物)+車位,,臺北市榮華二路23號四樓,8.29,,1130804,土地:1建物:1車位:1,,四層,,大樓(11層含以上有電梯),見其他登記事項,,,53.37,3.0,2.0,2.0,有,有,,5300,118.79,否,坡道平面1,11.28,300,有,,,,,121.5232498,25.1133993,0,1,3
282,"{'date': '2024-12-18 10:34:28.870804', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物),南陽龍踞,臺北市中正區黎明里里南陽街,2.1,,1130822,土地:8建物:1車位:,0棟C號,六層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,21.05,2.0,1.0,1.0,有,,,3115,147.98,否,,0.0,0,,12.07,1.0,7.98,,121.5155891,25.04447419999999,3,7,14
283,"{'date': '2024-12-18 10:34:28.872329', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,信義區,房地(土地+建物),,臺北市和平東路三段403號三樓,3.1,,1131109,土地:1建物:1車位:,,三層,,公寓(5樓含以下無電梯),住家用,,,9.34,2.0,1.0,1.0,有,無,,650,69.59,否,,0.0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.5579029,25.01960410000002,1,1,1
284,"{'date': '2024-12-18 10:34:28.874014', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中正區,房地(土地+建物),,臺北市重慶南路三段40號六樓,5.28,,1131007,土地:1建物:1車位:,,六層,,華廈(10層含以下有電梯),住家用,,,31.67,3.0,2.0,2.0,有,無,,2225,70.26,否,,0.0,0,有,,,,,121.5155037,25.0283582,0,5,6
285,"{'date': '2024-12-18 10:34:28.875428', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.64,,1131103,土地:6建物:1車位:1,0棟A5-15F號,十五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.09,2.0,2.0,1.0,有,,,3472,116.72,否,坡道平面1,11.17,330,,14.82,2.56,20.71,,121.5715037999999,25.08608229999997,0,2,2
286,"{'date': '2024-12-18 10:34:28.877004', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物)+車位,南風裡,臺北市中正區愛國西路,2.69,,1131104,土地:1建物:1車位:1,0棟B號,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.45,3.0,2.0,2.0,有,,,4747,132.23,否,塔式車位1,4.29,230,,21.4,2.1,14.95,,121.5118441,25.03572089999999,1,6,11
287,"{'date': '2024-12-18 10:34:28.878374', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,萬華區,房屋,,臺北市西寧南路36號九樓之22,0.0,,1131101,土地:建物:1車位:,,九層,10.0,華廈(10層含以下有電梯),見其他登記事項,,,11.99,1.0,0.0,1.0,有,有,有,1,1167.64,否,,0.0,0,,,,,,121.506455,25.04514,2,3,8
288,"{'date': '2024-12-18 10:34:28.879979', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,土地,,臺北市漢中段三小段0946-0000地號,0.56,,1131009,土地:2建物:0車位:,,,,,,,,0.0,,,,無,無,,101,180.36,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,121.5654177,25.03296939999999,2,3,6
289,"{'date': '2024-12-18 10:34:28.881500', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物),南陽龍踞,臺北市中正區黎明里里南陽街,2.53,,1130926,土地:8建物:1車位:,0棟A號,十一層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,25.41,2.0,1.0,2.0,有,,,3777,148.64,否,,0.0,0,,13.76,2.02,9.63,,121.5155891,25.04447419999999,3,7,14
290,"{'date': '2024-12-18 10:34:28.882956', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,土地,,臺北市莒光段三小段0122-0005地號,0.08,,1130912,土地:2建物:0車位:,,,,,,,,0.0,,,,無,無,,10,125.0,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,121.5654268,25.0329636,2,3,6
291,"{'date': '2024-12-18 10:34:28.884562', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中正區,房屋,,臺北市和平西路二段133號四樓,0.0,,1131107,土地:建物:車位:,,四層,4.0,公寓(無電梯),住家用,,,5.82,6.0,1.0,5.0,有,無,有,1,2285.22,否,,0.0,0,,,,,,121.5060204,25.03304889999998,0,4,7
292,"{'date': '2024-12-18 10:34:28.886098', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,文山區,房地(土地+建物)+車位,元利四季莊園,臺北市文山區木柵路一段,5.37,,1131102,土地:2建物:1車位:1,B棟32F-B02號,三十二層,34.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,40.59,3.0,2.0,2.0,有,,,4261,119.4,否,坡道平面1,7.5,310,,20.13,1.45,19.01,,121.5498789,24.98742269999999,0,2,3
293,"{'date': '2024-12-18 10:34:28.887608', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市林森北路107巷59號,0.0,,1131102,土地:建物:車位:,,二層,4.0,公寓(無電梯),住家用,,,8.04,3.0,0.0,3.0,有,無,有,1,1554.73,否,,0.0,0,,,,,租金：含下列其他衍生費用：水費。,121.5270644,25.049986,0,7,16
294,"{'date': '2024-12-18 10:34:28.889098', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,松山區,房屋,,臺北市民生東路五段202號十八樓之3,0.0,,1131103,土地:建物:1車位:,,十八層,20.0,住宅大樓(11層含以上有電梯),住家用,,,36.31,3.0,2.0,2.0,有,有,無,4,1046.54,否,,0.0,0,,,,,租賃標的：含增建或未登記建物。,121.5644526,25.05814849999999,0,1,3
295,"{'date': '2024-12-18 10:34:28.890665', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,松山區,房地(土地+建物),,臺北市新東街30巷22號三樓,12.78,,1131018,土地:1建物:1車位:,,"三層,陽臺",,公寓(5樓含以下無電梯),住家用,,,34.68,3.0,2.0,2.0,有,無,,1200,34.6,否,,0.0,0,無,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,121.5667529,25.059636,0,0,1
296,"{'date': '2024-12-18 10:34:28.892368', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,內湖區,房屋,,臺北市陽光街68巷152弄8號六樓,3.49,,1131104,土地:1建物:1車位:,,六層,7.0,華廈(10層含以下有電梯),住家用,,,16.86,2.0,2.0,1.0,有,有,無,3,1957.3,否,,0.0,0,,,,,,121.5831376,25.0754429,1,1,2
297,"{'date': '2024-12-18 10:34:28.894102', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,士林區,房屋,,臺北市永平里3鄰16之5號,0.0,,1131105,土地:建物:1車位:,,四層,4.0,公寓(無電梯),住家用,,,30.27,3.0,2.0,1.0,有,無,有,2,759.83,否,,0.0,0,,,,,其他：續租案件。,121.5191579,24.98328240000003,0,1,4
298,"{'date': '2024-12-18 10:34:28.895832', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物)+車位,,臺北市內湖路一段91巷81號七樓,5.88,,1131009,土地:1建物:1車位:1,,七層,,華廈(10層含以下有電梯),見其他登記事項,,,24.55,2.0,1.0,1.0,有,無,,2272,91.88,否,其他1,2.0,200,有,,,,管委會尚未成立,121.5625594,25.08917790000002,0,2,2
299,"{'date': '2024-12-18 10:34:28.897327', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,大安區,房地(土地+建物),吾雙,臺北市大安區信義路四段408號,2.57,,1131023,土地:19建物:1車位:,B棟B8-15F號,十五層,31.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,29.69,2.0,2.0,1.0,有,,,5530,186.26,否,,0.0,0,,17.15,2.32,10.23,雨遮計坪不計價,121.5570157,25.03288339999999,1,3,9
300,"{'date': '2024-12-18 10:34:28.899388', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋+車位,,臺北市興城街70號十一樓之8,0.0,,1131101,土地:建物:1車位:1,,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,,,39.4,2.0,1.0,1.0,有,有,有,6,1598.98,是,坡道平面1,9.2,0,,,,,租金：含下列其他衍生費用：管理費、其他-租金內含所得稅、健保補充保費。,121.5173871,25.05938509999999,3,8,13
301,"{'date': '2024-12-18 10:34:28.900897', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.66,,1131022,土地:6建物:1車位:1,0棟A4-6F號,六層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.24,2.0,2.0,1.0,有,,,3299,110.79,否,坡道平面1,11.17,300,,16.26,1.21,20.76,,121.5715037999999,25.08608229999997,0,2,2
302,"{'date': '2024-12-18 10:34:28.902426', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,房地(土地+建物),,臺北市立農街一段261號四樓,7.44,,1130918,土地:2建物:1車位:,,四層,,公寓(5樓含以下無電梯),住家用,,,34.4,3.0,2.0,2.0,有,無,,2080,60.47,否,,0.0,0,無,,,,建築物含有：其他增建。其他增建:鐵窗,121.5055225,25.1196394,0,2,2
303,"{'date': '2024-12-18 10:34:28.904033', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,5.36,,1131019,土地:6建物:1車位:1,0棟A3-5F號,五層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,50.81,3.0,2.0,2.0,有,,,4546,108.12,否,坡道平面1,11.17,260,,24.0,1.59,25.21,,121.5715037999999,25.08608229999997,0,2,2
304,"{'date': '2024-12-18 10:34:28.905655', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,北投區,房地(土地+建物)+車位,遠雄泱玥,臺北市北投區福真路,10.09,,1131009,土地:1建物:1車位:2,A05棟F09號,九層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,72.32,4.0,2.0,2.0,有,,,8486,138.85,否,坡道平面2,15.74,630,,32.56,4.22,35.54,,121.5053002,25.09818089999997,0,0,0
305,"{'date': '2024-12-18 10:34:28.906893', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,萬華區,房地(土地+建物)+車位,龍邦豐馥,臺北市萬華區西園路二段,5.26,,1131007,土地:34建物:1車位:1,1棟B3-13F號,十三層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,51.51,3.0,2.0,2.0,有,,,3690,88.64,否,坡道平面1,13.66,335,,21.86,3.22,26.43,,121.49519,25.02820049999998,0,1,1
306,"{'date': '2024-12-18 10:34:28.908362', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,士林區,房屋,,臺北市前街100之1號四樓,0.0,,1130910,土地:建物:車位:,,四層,4.0,公寓(無電梯),住家用,,,4.17,6.0,0.0,6.0,有,無,有,1,2158.27,否,,0.0,0,,,,,租賃標的：租賃建物部分範圍，且未計入共有部分面積。,121.5263844,25.09853540000001,0,2,3
307,"{'date': '2024-12-18 10:34:28.910135', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,中正區,房地(土地+建物)+車位,,臺北市林森南路69號十三樓,7.11,,1130918,土地:2建物:2車位:1,,十三層,,大樓(11層含以上有電梯),住家用,,,46.38,2.0,2.0,2.0,有,有,,4485,108.0,否,塔式車位1,6.52,180,有,,,,"車位位於地下三層
交易總價: 4485萬元整內含車位價 (土地價格:2691萬元整，建物總價:1794萬元整)",121.5221565,25.03965410000001,0,8,17
308,"{'date': '2024-12-18 10:34:28.911631', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市太原路117號十三樓,0.0,,1131107,土地:建物:1車位:,,十三層,13.0,住宅大樓(11層含以上有電梯),共有部分,,,42.28,2.0,1.0,1.0,有,有,有,3,709.56,否,,0.0,0,,,,,其他：續租案件。,121.5160718,25.0527341,2,8,15
309,"{'date': '2024-12-18 10:34:28.913074', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,中正區,房地(土地+建物)+車位,南風裡,臺北市中正區愛國西路,2.61,,1131104,土地:1建物:1車位:1,0棟A號,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,37.46,3.0,2.0,2.0,有,,,4615,132.2,否,塔式車位1,4.29,230,,21.02,1.79,14.64,,121.5118441,25.03572089999999,1,6,11
310,"{'date': '2024-12-18 10:34:28.914491', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,萬華區,房地(土地+建物)+車位,龍邦豐馥,臺北市萬華區西園路二段,5.26,,1131020,土地:34建物:1車位:1,1棟B3-7F號,七層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,51.51,3.0,2.0,2.0,有,,,3507,83.8,否,坡道平面1,13.66,335,,21.86,3.22,26.43,,121.49519,25.02820049999998,0,1,1
311,"{'date': '2024-12-18 10:34:28.915767', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,信義區,房屋,,臺北市莊敬路423巷2弄7號二樓,0.0,,1130607,土地:建物:1車位:,,二層,4.0,公寓(無電梯),住家用,,,24.6,3.0,1.0,1.0,有,無,有,2,609.76,否,,0.0,0,,,,,其他：續租案件、此為台北市社會住宅包租代管計畫之物件，評定市價租金為16700元，因選擇代管方案須打九折 且簽約租金無條件捨去至百分位，實際租賃契約金額為15000元。。,121.567067,25.02762129999997,0,2,4
312,"{'date': '2024-12-18 10:34:28.917221', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,士林區,房屋,,臺北市福港街259巷7號三樓,0.0,,1131106,土地:建物:1車位:,,三層,3.0,公寓(無電梯),住家用,,,19.88,3.0,1.0,1.0,有,無,有,3,1549.3,否,,0.0,0,,,,,,121.5181136,25.0839987,0,1,3
313,"{'date': '2024-12-18 10:34:28.918684', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市重慶北路三段166號,0.0,,1131101,土地:建物:車位:,,二層,2.0,透天厝,,,,7.41,6.0,2.0,5.0,有,無,有,1,0.0,-,,0.0,0,,,,,,121.51347,25.0684947,0,4,5
314,"{'date': '2024-12-18 10:34:28.920438', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,房地(土地+建物),,臺北市天母北路105巷15弄2號五樓之2,2.24,,1130929,土地:1建物:1車位:,,五層,,華廈(10層含以下有電梯),住家用,,,12.24,1.0,1.0,1.0,有,有,,880,71.9,否,,0.0,0,有,,,,建築物含有：其他增建。,121.5277893,25.1240729,0,0,0
315,"{'date': '2024-12-18 10:34:28.921891', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,內湖區,房地(土地+建物)+車位,,臺北市康樂街136巷29弄15號八樓之3,2.76,,1130811,土地:1建物:1車位:1,,"一層,地下一層,地下二層,地下三層",,大樓(11層含以上有電梯),商業用,,,28.15,2.0,1.0,1.0,有,有,,1588,56.41,是,坡道平面1,13.89,0,有,,,,建築物含有：夾層、其他增建。,121.6177669,25.07192370000002,0,2,3
316,"{'date': '2024-12-18 10:34:28.923311', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,大同區,房屋,,臺北市華陰街79號四樓之2,0.0,,1131107,土地:建物:1車位:,,四層,13.0,住宅大樓(11層含以上有電梯),住家用,,,34.07,2.0,2.0,1.0,有,有,有,5,1584.97,否,,0.0,0,,,,,租金：含下列其他衍生費用：管理費、其他-含稅。其他：續租案件。,121.5179308,25.04970060000001,4,10,14
317,"{'date': '2024-12-18 10:34:28.924684', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,內湖區,房地(土地+建物)+車位,力麒·寰山,臺北市內湖區麗山里環山路二段23號旁,3.66,,1131023,土地:6建物:1車位:1,0棟A4-12F號,十二層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.24,2.0,2.0,1.0,有,,,3492,116.81,否,坡道平面1,11.17,330,,16.26,1.21,20.76,,121.5715037999999,25.08608229999997,0,2,2
318,"{'date': '2024-12-18 10:34:28.926024', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,北投區,土地,,臺北市立農段四小段0043-0000地號,46.37,,1131106,土地:1建物:0車位:,,,,,,,,0.0,,,,無,無,,1100,23.72,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。113年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,121.503543,25.12030900000001,0,1,2
319,"{'date': '2024-12-18 10:34:28.928104', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",預售屋,萬華區,房地(土地+建物)+車位,龍邦豐馥,臺北市萬華區西園路二段,3.51,,1131023,土地:34建物:1車位:1,1棟B4-11F號,十一層,15.0,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,38.59,2.0,2.0,2.0,有,,,2500,87.65,否,坡道平面1,13.66,315,,14.84,1.72,22.03,,121.49519,25.02820049999998,0,1,1
320,"{'date': '2024-12-18 10:34:28.929640', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",買賣,萬華區,土地,,臺北市莒光段三小段0122-0005地號,0.06,,1130911,土地:2建物:0車位:,,,,,,,,0.0,,,,無,無,,7,116.67,-,,0.0,0,無,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,121.5654268,25.0329636,2,3,6
321,"{'date': '2024-12-18 10:34:28.931119', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,文山區,房屋,,臺北市木柵路一段378巷30號四樓,0.0,,1131026,土地:建物:1車位:,,四層,4.0,公寓(無電梯),住家用,,,37.07,3.0,1.0,1.0,有,無,有,3,755.33,否,,0.0,0,,,,,,121.556963,24.98788959999997,0,0,1
322,"{'date': '2024-12-18 10:34:28.932559', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",租賃,中山區,房屋,,臺北市新生北路二段74號六樓之3,0.0,,1131107,土地:建物:1車位:,,六層,12.0,住宅大樓(11層含以上有電梯),住家用,,,10.21,1.0,0.0,1.0,有,有,有,1,1273.26,否,,0.0,0,,,,,,121.527001,25.05718800000001,0,11,12
